Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Drug	CID000429757	AC1L8O37	Stitch	4.392E-4	5.986E-1	2.394E-2	1.867E-1	1	2	B2M
Drug	CID000197096	yellowcake	Stitch	4.392E-4	5.986E-1	2.394E-2	1.867E-1	1	2	B2M
Drug	ctd:C059500	meropenem	CTD	4.392E-4	5.986E-1	2.394E-2	1.867E-1	1	2	HLA-G
Drug	ctd:C105260	4-tert-octylphenol	CTD	4.780E-4	6.516E-1	2.506E-2	1.953E-1	2	159	STAT1,B2M
Drug	ctd:D017974	Uranium Compounds	CTD	5.786E-4	7.886E-1	2.641E-2	2.058E-1	2	175	B2M,HLA-E
Drug	ctd:D009793	Ochratoxins	CTD	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	B2M
Drug	CID000003109	OMDs	Stitch	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	STAT1
Drug	CID000526557	7 PE	Stitch	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	B2M
Drug	ctd:D002444	Cefuroxime	CTD	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	HLA-E
Drug	ctd:C529824	VPC32183	CTD	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	STAT1
Drug	ctd:D002434	Cefadroxil	CTD	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	HLA-G
Drug	ctd:D012266	Ribose	CTD	6.587E-4	8.979E-1	2.641E-2	2.058E-1	1	3	B2M
Drug	4830_DN	Piperine [94-62-2]; Down 200; 14uM; MCF7; HT_HG-U133A	Broad Institute CMAP Down	6.958E-4	9.484E-1	2.660E-2	2.074E-1	2	192	STAT1,B2M
Drug	4824_UP	Letrozole [112809-51-5]; Up 200; 14uM; MCF7; HT_HG-U133A	Broad Institute CMAP Up	7.249E-4	9.880E-1	2.660E-2	2.074E-1	2	196	STAT1,B2M
Drug	CID000008758	nitrilotriacetic acid	Stitch	7.546E-4	1.000E0	2.660E-2	2.074E-1	2	200	B2M,HLA-E
Drug	ctd:C554945	PF 956980	CTD	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	STAT1
Drug	ctd:D000617	Aminoglycosides	CTD	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	B2M
Drug	ctd:D002981	Clindamycin	CTD	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	HLA-E
Drug	CID000159646	ungeremine	Stitch	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	B2M
Drug	CID000178387	orazipone	Stitch	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	STAT1
Drug	CID000149280	ClAuPEt3	Stitch	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	B2M
Drug	ctd:C569292	4-(5H-dibenzo(a,d)cyclohepten-5-ylidene)-1-(4-(2H-tetrazol-5-yl)butyl)piperidine	CTD	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	STAT1
Drug	ctd:C500599	peroxyvanadate	CTD	8.782E-4	1.000E0	2.660E-2	2.074E-1	1	4	STAT1
Drug	ctd:D005054	Eugenol	CTD	9.874E-4	1.000E0	2.679E-2	2.089E-1	2	229	STAT1,B2M
Drug	CID000573016	AC1LCAQS	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	B2M
Drug	CID011957419	2-dB	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	B2M
Drug	CID000005189	SD 8	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	B2M
Drug	ctd:C436346	I-152 compound	CTD	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	STAT1
Drug	CID000006852	Rbase	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	B2M
Drug	CID000533915	I 333	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	STAT1
Drug	ctd:D002437	Cefazolin	CTD	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	HLA-G
Drug	CID000007022	Y-acid	Stitch	1.098E-3	1.000E0	2.679E-2	2.089E-1	1	5	B2M
Drug	CID000005978	indole alkaloid	Stitch	1.120E-3	1.000E0	2.679E-2	2.089E-1	2	244	STAT1,B2M
Drug	ctd:D007069	Ifosfamide	CTD	1.156E-3	1.000E0	2.679E-2	2.089E-1	2	248	B2M,HLA-G
Drug	ctd:C005460	uranyl acetate	CTD	1.251E-3	1.000E0	2.679E-2	2.089E-1	2	258	B2M,HLA-E
Drug	ctd:C512715	NSC-87877	CTD	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	HLA-G
Drug	ctd:D017669	Mercury Compounds	CTD	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	B2M
Drug	ctd:D002187	Cannabinol	CTD	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	STAT1
Drug	CID000194703	Qb-1	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	B2M
Drug	CID000074603	Jak2-Inhibitor-II	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	STAT1
Drug	CID000071993	TNO-6	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	B2M
Drug	ctd:C502617	orazipone	CTD	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	STAT1
Drug	CID000168044	inuline	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	B2M
Drug	CID009549219	X P X	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	B2M
Drug	CID000158343	AC1L4JRE	Stitch	1.317E-3	1.000E0	2.679E-2	2.089E-1	1	6	STAT1
Drug	ctd:C112528	4-(2,4-dichlorophenyl)-1,3-dithiolan-2-ylidene-1-imidazolylacetonitrile	CTD	1.537E-3	1.000E0	2.909E-2	2.267E-1	1	7	STAT1
Drug	ctd:D014031	Tobramycin	CTD	1.537E-3	1.000E0	2.909E-2	2.267E-1	1	7	B2M
Drug	ctd:D014046	Tolmetin	CTD	1.537E-3	1.000E0	2.909E-2	2.267E-1	1	7	HLA-E
Drug	CID000248574	cerebrin	Stitch	1.537E-3	1.000E0	2.909E-2	2.267E-1	1	7	B2M
Drug	CID000056009	rolafagrel	Stitch	1.537E-3	1.000E0	2.909E-2	2.267E-1	1	7	B2M
Drug	ctd:D014501	Uranium	CTD	1.642E-3	1.000E0	2.992E-2	2.332E-1	2	296	B2M,HLA-E
Drug	CID016122501	CHEMBL430203	Stitch	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	B2M
Drug	CID000275537	NSC122429	Stitch	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	STAT1
Drug	ctd:C038974	amorolfine	CTD	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	STAT1
Drug	CID003040045	F 60	Stitch	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	B2M
Drug	ctd:C067594	butenafine	CTD	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	STAT1
Drug	CID000056016	iopentol	Stitch	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	B2M
Drug	CID000044214	AC1O8OB2	Stitch	1.756E-3	1.000E0	2.992E-2	2.332E-1	1	8	B2M
Drug	ctd:D009609	Nitrous Oxide	CTD	1.975E-3	1.000E0	3.167E-2	2.469E-1	1	9	STAT1
Drug	ctd:C556733	dechlorane 602	CTD	1.975E-3	1.000E0	3.167E-2	2.469E-1	1	9	STAT1
Drug	CID000088184	Tryptophyltyrosine	Stitch	1.975E-3	1.000E0	3.167E-2	2.469E-1	1	9	B2M
Drug	CID000445182	A-T-Y	Stitch	1.975E-3	1.000E0	3.167E-2	2.469E-1	1	9	B2M
Drug	CID000095656	S-15	Stitch	1.975E-3	1.000E0	3.167E-2	2.469E-1	1	9	B2M
Drug	ctd:D009569	Nitric Oxide	CTD	2.109E-3	1.000E0	3.169E-2	2.470E-1	2	336	STAT1,B2M
Drug	CID000023976	chromium	Stitch	2.146E-3	1.000E0	3.169E-2	2.470E-1	2	339	B2M,HLA-E
Drug	CID000065710	metrifudil	Stitch	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	STAT1
Drug	ctd:C530171	2,2,2,-trichloro-1-(3,4-dichlorophenyl)-ethylacetate	CTD	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	HLA-G
Drug	CID006918325	ZD0473	Stitch	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	STAT1
Drug	CID000068726	99mTc-DMSA	Stitch	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	B2M
Drug	CID000250653	4 Mb	Stitch	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	B2M
Drug	ctd:C585912	2,4-dihydroxy-N-(4-hydroxyphenyl)benzamide	CTD	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	STAT1
Drug	CID000015731	2,2'-biphenol	Stitch	2.194E-3	1.000E0	3.169E-2	2.470E-1	1	10	B2M
Drug	CID005222465	sodium butyrate	Stitch	2.209E-3	1.000E0	3.169E-2	2.470E-1	2	344	STAT1,B2M
Drug	CID000383008	AC1L8KHA	Stitch	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	B2M
Drug	ctd:D000547	Amantadine	CTD	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	STAT1
Drug	ctd:C053001	adefovir	CTD	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	B2M
Drug	CID004622009	AC1NERK2	Stitch	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	B2M
Drug	CID000031435	O,S,S-trimethyl phosphorodithioate	Stitch	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	B2M
Drug	ctd:C107364	5,6,7-trimethoxyflavone	CTD	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	STAT1
Drug	CID005287617	1xqc	Stitch	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	B2M
Drug	ctd:D002229	Carbenoxolone	CTD	2.414E-3	1.000E0	3.194E-2	2.490E-1	1	11	STAT1
Drug	ctd:C057619	glimepiride	CTD	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	HLA-G
Drug	ctd:C576268	6-(3,4-dihydro-1H-isoquinolin-2-yl)-N-(6-methylpyridin-2-yl)nicotinamide	CTD	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	B2M
Drug	ctd:C015330	lycorine	CTD	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	STAT1
Drug	CID000016235	themisone	Stitch	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	B2M
Drug	CID000155653	Methylthioacetylaminoethanol	Stitch	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	B2M
Drug	CID000124361	koningic acid	Stitch	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	STAT1
Drug	ctd:C068874	raltitrexed	CTD	2.633E-3	1.000E0	3.262E-2	2.543E-1	1	12	STAT1
Drug	ctd:D004137	Dinitrochlorobenzene	CTD	2.701E-3	1.000E0	3.267E-2	2.546E-1	2	381	STAT1,B2M
Drug	CID000061492	cobalt-60	Stitch	2.828E-3	1.000E0	3.267E-2	2.546E-1	2	390	B2M,HLA-E
Drug	CID000124876	Nor-MDP	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	STAT1
Drug	CID000126458	LcH-A	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	B2M
Drug	CID000001675	N3-methylthymidine	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	B2M
Drug	CID000090255	1 Pg	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	B2M
Drug	CID000024425	chromate	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	B2M
Drug	ctd:C041398	7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester	CTD	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	STAT1
Drug	CID000070743	m157	Stitch	2.852E-3	1.000E0	3.267E-2	2.546E-1	1	13	B2M
Drug	ctd:D014810	Vitamin E	CTD	3.038E-3	1.000E0	3.349E-2	2.610E-1	3	1587	STAT1,HLA-E,HLA-G
Drug	CID000472612	cytosine analogue	Stitch	3.071E-3	1.000E0	3.349E-2	2.610E-1	1	14	STAT1
Drug	ctd:C024714	caryophyllene	CTD	3.071E-3	1.000E0	3.349E-2	2.610E-1	1	14	STAT1
Drug	CID005288386	G-G-D	Stitch	3.071E-3	1.000E0	3.349E-2	2.610E-1	1	14	B2M
Drug	CID000034436	O-isopropoxyaniline	Stitch	3.071E-3	1.000E0	3.349E-2	2.610E-1	1	14	STAT1
Drug	CID000133711	CL 246,738	Stitch	3.071E-3	1.000E0	3.349E-2	2.610E-1	1	14	B2M
Drug	CID005287574	anad	Stitch	3.290E-3	1.000E0	3.384E-2	2.638E-1	1	15	B2M
Drug	ctd:C524063	2-tert-butyl-9-fluoro-3,6-dihydro-7H-benz(h)imidazo(4,5-f)isoquinoline-7-one	CTD	3.290E-3	1.000E0	3.384E-2	2.638E-1	1	15	STAT1
Drug	ctd:C008655	N'-nitrosonornicotine	CTD	3.290E-3	1.000E0	3.384E-2	2.638E-1	1	15	STAT1
Drug	ctd:D008779	Methylthiouracil	CTD	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	STAT1
Drug	CID000123979	C1-F	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	CID000005442	Granosan M	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	ctd:C495703	bis(2-chloroethoxy)methane	CTD	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	CID003000338	Amino nucleoside	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	CID000448272	AC1L9LSE	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	ctd:C064176	alpha-viniferin	CTD	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	STAT1
Drug	CID006328170	Sas 1	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	CID000008614	hippuran	Stitch	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	B2M
Drug	ctd:D002034	Bumetanide	CTD	3.509E-3	1.000E0	3.384E-2	2.638E-1	1	16	HLA-G
Drug	CID000055709	3-deazaguanine	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	B2M
Drug	CID005481766	Cd-U	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	B2M
Drug	CID000006724	acenaphthenequinone	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	B2M
Drug	CID000002077	NSC338157	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	B2M
Drug	ctd:C000589317	4-(4-(5-nitrofuran-2-ylmethylene)-3, 5-dioxopyrazolidin-1-yl)benzoic acid ethyl ester	CTD	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	CID000071493	diamant	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	CID000162694	monodansylthiacadaverine	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	B2M
Drug	CID000091662	PCB 104	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	ctd:C012621	dimemorfan	CTD	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	ctd:C030233	benzo(a)pyrene-1,6-quinone	CTD	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	CID000001501	AC1L1BMF	Stitch	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	ctd:C000602001	4-(3,5-dimethoxystyryl)phenyl acetate	CTD	3.728E-3	1.000E0	3.384E-2	2.638E-1	1	17	STAT1
Drug	CID011427297	b-Mo	Stitch	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	ctd:D013420	Sulfamethoxazole	CTD	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	HLA-G
Drug	ctd:C024353	resiniferatoxin	CTD	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	CID006451229	AC1O52Z4	Stitch	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	B2M
Drug	ctd:D010121	Oxytocin	CTD	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	CID000055003	AC1L1I66	Stitch	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	B2M
Drug	ctd:C018003	benzo(a)pyrene-3,6-quinone	CTD	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	ctd:C071942	arctigenin	CTD	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	CID000192888	HY-1	Stitch	3.947E-3	1.000E0	3.384E-2	2.638E-1	1	18	STAT1
Drug	CID005327131	DB04669	Stitch	4.166E-3	1.000E0	3.435E-2	2.678E-1	1	19	STAT1
Drug	ctd:D011739	Pyrimethamine	CTD	4.166E-3	1.000E0	3.435E-2	2.678E-1	1	19	HLA-G
Drug	CID003034184	4-azidobenzoic acid	Stitch	4.166E-3	1.000E0	3.435E-2	2.678E-1	1	19	B2M
Drug	CID006334573	AC1O3QMZ	Stitch	4.166E-3	1.000E0	3.435E-2	2.678E-1	1	19	B2M
Drug	CID000390515	AC1L906S	Stitch	4.166E-3	1.000E0	3.435E-2	2.678E-1	1	19	STAT1
Drug	CID005280343	quercetin	Stitch	4.287E-3	1.000E0	3.435E-2	2.678E-1	2	482	STAT1,HLA-G
Drug	ctd:C070081	fulvestrant	CTD	4.322E-3	1.000E0	3.435E-2	2.678E-1	2	484	STAT1,HLA-G
Drug	CID000133536	1-octylpiperidine-2,6-dione	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	B2M
Drug	CID006436259	CGP7040	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	STAT1
Drug	CID000007120	o-108	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	B2M
Drug	ctd:C102521	GGTI 298	CTD	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	STAT1
Drug	CID000007737	PQ D	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	B2M
Drug	CID000003796	WHI-P97	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	STAT1
Drug	CID000219747	H 45	Stitch	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	B2M
Drug	ctd:C019248	pamidronate	CTD	4.385E-3	1.000E0	3.435E-2	2.678E-1	1	20	B2M
Drug	ctd:D020122	tert-Butylhydroperoxide	CTD	4.425E-3	1.000E0	3.446E-2	2.686E-1	3	1808	STAT1,B2M,HLA-E
Drug	CID000177358	ZD0473	Stitch	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	STAT1
Drug	CID000002140	diatrizoate	Stitch	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	B2M
Drug	CID000444589	1bkm	Stitch	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	B2M
Drug	CID000014782	cadmium oxide	Stitch	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	B2M
Drug	CID000003321	AC1L1FO2	Stitch	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	STAT1
Drug	ctd:C075384	coniferaldehyde	CTD	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	STAT1
Drug	ctd:D017706	Lisinopril	CTD	4.604E-3	1.000E0	3.448E-2	2.688E-1	1	21	HLA-G
Drug	CID000193659	EW-1	Stitch	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	STAT1
Drug	CID000018300	BP-1,6-quinone	Stitch	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	STAT1
Drug	CID004284720	BW 723C86	Stitch	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	STAT1
Drug	ctd:C108475	pitavastatin	CTD	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	STAT1
Drug	CID000002226	Arbekacine	Stitch	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	B2M
Drug	ctd:C009007	potassium persulfate	CTD	4.823E-3	1.000E0	3.470E-2	2.705E-1	1	22	B2M
Drug	ctd:D004785	Environmental Pollutants	CTD	4.844E-3	1.000E0	3.470E-2	2.705E-1	2	513	B2M,HLA-G
Drug	CID006420153	SL-U	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	CID000123782	AC1L3XA1	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	STAT1
Drug	CID002779692	thiophene-3-carboximidamide	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	ctd:C078765	2,3,5-(triglutathion-S-yl)hydroquinone	CTD	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	CID016122595	TF-5	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	CID000009354	dimercaptosuccinic acid	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	ctd:C080669	5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one	CTD	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	STAT1
Drug	CID000122191	DMRIE	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	B2M
Drug	CID010461815	PHA665752	Stitch	5.041E-3	1.000E0	3.470E-2	2.705E-1	1	23	STAT1
Drug	CID004369453	AC1NA043	Stitch	5.260E-3	1.000E0	3.567E-2	2.780E-1	1	24	STAT1
Drug	ctd:D009582	Nitrofurantoin	CTD	5.260E-3	1.000E0	3.567E-2	2.780E-1	1	24	STAT1
Drug	CID000448793	CP-94,707	Stitch	5.260E-3	1.000E0	3.567E-2	2.780E-1	1	24	STAT1
Drug	CID000005300	NSC236997	Stitch	5.335E-3	1.000E0	3.600E-2	2.806E-1	2	539	STAT1,B2M
Drug	CID000023931	mercury	Stitch	5.394E-3	1.000E0	3.608E-2	2.812E-1	2	542	STAT1,B2M
Drug	CID000000581	N-acetylcysteine	Stitch	5.472E-3	1.000E0	3.608E-2	2.812E-1	2	546	STAT1,B2M
Drug	ctd:D015086	2,6-Dichloroindophenol	CTD	5.479E-3	1.000E0	3.608E-2	2.812E-1	1	25	STAT1
Drug	ctd:D002038	Bungarotoxins	CTD	5.479E-3	1.000E0	3.608E-2	2.812E-1	1	25	STAT1
Drug	CID000123882	TAK-044	Stitch	5.479E-3	1.000E0	3.608E-2	2.812E-1	1	25	STAT1
Drug	ctd:D015735	Mifepristone	CTD	5.609E-3	1.000E0	3.663E-2	2.855E-1	2	553	HLA-E,HLA-G
Drug	CID004273754	JWH-015	Stitch	5.697E-3	1.000E0	3.663E-2	2.855E-1	1	26	STAT1
Drug	CID000126688	amthamine	Stitch	5.697E-3	1.000E0	3.663E-2	2.855E-1	1	26	STAT1
Drug	CID005159169	AC1NPJ0W	Stitch	5.697E-3	1.000E0	3.663E-2	2.855E-1	1	26	STAT1
Drug	CID003092847	1kwq	Stitch	5.697E-3	1.000E0	3.663E-2	2.855E-1	1	26	HLA-G
Drug	CID006914627	3 Ig	Stitch	5.916E-3	1.000E0	3.716E-2	2.897E-1	1	27	HLA-G
Drug	CID003364666	DB03342	Stitch	5.916E-3	1.000E0	3.716E-2	2.897E-1	1	27	STAT1
Drug	CID000030627	Capobenic acid	Stitch	5.916E-3	1.000E0	3.716E-2	2.897E-1	1	27	STAT1
Drug	CID000017608	benzylidenemalononitrile	Stitch	5.916E-3	1.000E0	3.716E-2	2.897E-1	1	27	STAT1
Drug	CID010302451	saracatinib	Stitch	5.916E-3	1.000E0	3.716E-2	2.897E-1	1	27	STAT1
Drug	CID000031744	5-nitro-1-naphthonitrile	Stitch	6.135E-3	1.000E0	3.732E-2	2.909E-1	1	28	STAT1
Drug	ctd:D000119	Acetylmuramyl-Alanyl-Isoglutamine	CTD	6.135E-3	1.000E0	3.732E-2	2.909E-1	1	28	B2M
Drug	CID000008182	dodecane	Stitch	6.135E-3	1.000E0	3.732E-2	2.909E-1	1	28	B2M
Drug	CID000449006	6 Pl	Stitch	6.135E-3	1.000E0	3.732E-2	2.909E-1	1	28	B2M
Drug	ctd:D019821	Simvastatin	CTD	6.177E-3	1.000E0	3.732E-2	2.909E-1	2	581	STAT1,HLA-E
Drug	ctd:D005047	Etoposide	CTD	6.302E-3	1.000E0	3.732E-2	2.909E-1	2	587	STAT1,HLA-E
Drug	ctd:C041359	terbinafine	CTD	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	STAT1
Drug	ctd:D014508	Urea	CTD	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	B2M
Drug	CID000001499	B Ba	Stitch	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	B2M
Drug	CID004338370	2NPPD	Stitch	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	STAT1
Drug	CID000011006	hexadecane	Stitch	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	B2M
Drug	ctd:D010712	Phosphatidic Acids	CTD	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	STAT1
Drug	CID000008617	indole-3-butyric acid	Stitch	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	B2M
Drug	CID000195309	1-Aminoethyl)boronic acid	Stitch	6.353E-3	1.000E0	3.732E-2	2.909E-1	1	29	B2M
Drug	CID003392731	GW7647	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	STAT1
Drug	CID005320719	Proliferin	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	B2M
Drug	CID000076336	RODAN	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	STAT1
Drug	CID011421257	Ac-dmqd-cho	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	STAT1
Drug	CID003371862	AC1MONCM	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	STAT1
Drug	CID000012405	docosane	Stitch	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	B2M
Drug	ctd:C084904	Ro 41-5253	CTD	6.572E-3	1.000E0	3.732E-2	2.909E-1	1	30	STAT1
Drug	ctd:D010894	Piroxicam	CTD	6.641E-3	1.000E0	3.732E-2	2.909E-1	2	603	HLA-E,HLA-G
Drug	CID000000158	8-iso-prostaglandin E2	Stitch	6.641E-3	1.000E0	3.732E-2	2.909E-1	2	603	STAT1,B2M
Drug	ctd:D000806	Angiotensin-Converting Enzyme Inhibitors	CTD	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	HLA-G
Drug	CID000114839	3-deoxyglucosone	Stitch	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	B2M
Drug	CID003336188	AC1MO08Q	Stitch	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	HLA-E
Drug	ctd:C020754	herbimycin	CTD	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	STAT1
Drug	CID015947913	mu v	Stitch	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	STAT1
Drug	CID000445571	L IL	Stitch	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	STAT1
Drug	CID000003795	WHI-P154	Stitch	6.790E-3	1.000E0	3.732E-2	2.909E-1	1	31	STAT1
